Geography,Total Under 5 years,Total 5 to 9 years,Total 10 to 14 years,Total 15 to 29 years,Total 20 to 24 years,Total 25 to 29 years,Total 30 to 34 years,Total 35 to 39 years,Total 40 to 44 years,Total 45 to 49 years,Total 50 to 54 years,Total 55 to 59 years,Total 60 to 64 years,Total 65 to 69 years,Total 70 to 74 years,Total 75 to 79 years,Total 80 to 84 years,Total 85 years and over,Year,RegionName,State
0500000US47165,11452.0,12890.0,12364.0,11365.0,9746.0,12052.0,10824.0,12441.0,12333.0,13144.0,13773.0,13642.0,11744.0,9428.0,8151.0,5667.0,2674.0,3459.0,2018,Sumner County,Tennessee
0500000US47179,5949.0,6392.0,7682.0,8177.0,11632.0,8525.0,7408.0,7396.0,7857.0,8611.0,8326.0,8757.0,8390.0,7594.0,6016.0,3960.0,2968.0,2967.0,2018,Washington County,Tennessee
0500000US47187,13150.0,17887.0,19962.0,18489.0,10904.0,9133.0,11922.0,16060.0,19142.0,18527.0,16387.0,16326.0,13057.0,10741.0,8489.0,5462.0,4105.0,1986.0,2018,Williamson County,Tennessee
0500000US47189,8174.0,10050.0,9387.0,9360.0,6547.0,7938.0,8151.0,9972.0,10436.0,10402.0,9419.0,8958.0,9333.0,8879.0,5199.0,4194.0,2465.0,1761.0,2018,Wilson County,Tennessee
0500000US48005,5706.0,4969.0,7755.0,6032.0,5425.0,5152.0,4981.0,4946.0,5529.0,5468.0,5963.0,5974.0,5296.0,4379.0,3445.0,2575.0,1525.0,1972.0,2018,Angelina County,Texas
0500000US48021,5947.0,5330.0,6778.0,7410.0,4981.0,4736.0,4583.0,5513.0,5420.0,6137.0,4691.0,6034.0,7108.0,4535.0,3610.0,1971.0,1596.0,596.0,2018,Bastrop County,Texas
0500000US48027,29751.0,26729.0,27496.0,24762.0,30215.0,31941.0,26320.0,25516.0,20648.0,19660.0,19384.0,19059.0,15502.0,12660.0,10517.0,7890.0,4528.0,3064.0,2018,Bell County,Texas
0500000US48029,142117.0,131037.0,151199.0,143367.0,146167.0,161793.0,154873.0,140672.0,127548.0,123988.0,112989.0,109330.0,100517.0,81307.0,62795.0,42614.0,27986.0,25750.0,2018,Bexar County,Texas
0500000US48037,6054.0,5387.0,7554.0,5262.0,5832.0,6730.0,6228.0,7947.0,5715.0,5121.0,5424.0,5500.0,6258.0,4684.0,4217.0,3087.0,1914.0,1410.0,2018,Bowie County,Texas
0500000US48039,25664.0,27708.0,28251.0,25904.0,22523.0,23587.0,24231.0,32312.0,25823.0,25386.0,22616.0,23618.0,18921.0,16238.0,11686.0,7176.0,4933.0,3623.0,2018,Brazoria County,Texas
0500000US48041,13748.0,12681.0,13321.0,22705.0,42569.0,20208.0,16083.0,13655.0,11620.0,10294.0,9964.0,11101.0,7813.0,7475.0,5330.0,4508.0,2374.0,1309.0,2018,Brazos County,Texas
0500000US48061,34375.0,35150.0,36557.0,36286.0,30836.0,28519.0,23356.0,26684.0,25779.0,25313.0,21935.0,23778.0,17334.0,16663.0,15698.0,10067.0,7278.0,8300.0,2018,Cameron County,Texas
0500000US48085,62291.0,66963.0,83949.0,71535.0,58065.0,60038.0,68304.0,76560.0,83595.0,81652.0,69583.0,62864.0,49302.0,39306.0,30805.0,18950.0,10740.0,10644.0,2018,Collin County,Texas
0500000US48091,8668.0,9594.0,9266.0,9884.0,8069.0,8440.0,8412.0,10742.0,7933.0,10085.0,9126.0,9518.0,12194.0,8869.0,7902.0,3808.0,2500.0,3363.0,2018,Comal County,Texas
0500000US48099,4995.0,4121.0,5527.0,4875.0,8414.0,6574.0,5561.0,6211.0,4637.0,4935.0,4405.0,4111.0,3143.0,2055.0,2336.0,1256.0,1102.0,550.0,2018,Coryell County,Texas
0500000US48113,196902.0,189084.0,192624.0,179147.0,183880.0,227641.0,207994.0,188437.0,174309.0,168672.0,158191.0,150373.0,137336.0,100597.0,72582.0,49139.0,29440.0,31424.0,2018,Dallas County,Texas
0500000US48121,53770.0,59051.0,61465.0,61638.0,55466.0,62612.0,64704.0,69743.0,62300.0,66587.0,57893.0,55005.0,41692.0,29614.0,26523.0,13884.0,8603.0,8514.0,2018,Denton County,Texas
0500000US48135,15107.0,13768.0,12735.0,12427.0,11107.0,14576.0,12395.0,12606.0,8239.0,9385.0,8180.0,8053.0,8375.0,3746.0,5328.0,2064.0,2772.0,1261.0,2018,Ector County,Texas
0500000US48139,11556.0,14343.0,13291.0,13260.0,11815.0,11342.0,11138.0,12597.0,11584.0,12423.0,11312.0,13063.0,8952.0,8994.0,4648.0,4627.0,2344.0,2147.0,2018,Ellis County,Texas
0500000US48141,63202.0,58220.0,67889.0,64446.0,69120.0,68137.0,58294.0,53488.0,50954.0,49983.0,46300.0,44619.0,43052.0,33606.0,24868.0,19194.0,12716.0,12670.0,2018,El Paso County,Texas
0500000US48157,54463.0,59258.0,64041.0,58126.0,44845.0,44655.0,50282.0,59052.0,61278.0,59915.0,51249.0,49967.0,43447.0,33326.0,24587.0,13974.0,7764.0,7629.0,2018,Fort Bend County,Texas
0500000US48167,21439.0,21702.0,24649.0,22310.0,20126.0,21777.0,23409.0,24976.0,20204.0,22302.0,21084.0,26498.0,18679.0,17518.0,13692.0,7216.0,5890.0,4419.0,2018,Galveston County,Texas
0500000US48181,8103.0,6969.0,10790.0,9282.0,8328.0,8546.0,7804.0,7048.0,8806.0,7662.0,8465.0,10823.0,7759.0,6647.0,7378.0,4323.0,2737.0,2521.0,2018,Grayson County,Texas
0500000US48183,8692.0,7129.0,10770.0,8661.0,8395.0,8531.0,8070.0,8050.0,6952.0,7503.0,6520.0,7918.0,7542.0,6009.0,4939.0,2158.0,3041.0,2827.0,2018,Gregg County,Texas
0500000US48187,10245.0,12417.0,11097.0,13350.0,8691.0,9477.0,11474.0,10760.0,11590.0,11609.0,11179.0,10909.0,8804.0,7886.0,6021.0,3824.0,2532.0,1829.0,2018,Guadalupe County,Texas
0500000US48201,354371.0,334559.0,360623.0,323424.0,313976.0,382535.0,373395.0,356793.0,314579.0,308536.0,277113.0,258393.0,245908.0,180311.0,128863.0,83375.0,52332.0,49533.0,2018,Harris County,Texas
0500000US48203,3243.0,5096.0,4855.0,6029.0,4879.0,2663.0,4146.0,4393.0,4450.0,3823.0,3158.0,4384.0,4730.0,4715.0,2014.0,1696.0,1308.0,1144.0,2018,Harrison County,Texas
0500000US48209,13992.0,13843.0,14236.0,17845.0,28690.0,17137.0,15152.0,16219.0,12719.0,13673.0,11904.0,12112.0,10265.0,8988.0,6978.0,4458.0,2477.0,1943.0,2018,Hays County,Texas
0500000US48213,4533.0,5002.0,5764.0,4384.0,4877.0,4679.0,4389.0,4333.0,4812.0,4162.0,4923.0,5402.0,6920.0,5906.0,4343.0,4141.0,2168.0,1561.0,2018,Henderson County,Texas
0500000US48215,77170.0,75391.0,81494.0,76709.0,65787.0,62732.0,54074.0,53230.0,55932.0,51106.0,44116.0,37480.0,34703.0,30878.0,22625.0,17757.0,14213.0,10542.0,2018,Hidalgo County,Texas
0500000US48231,6220.0,5441.0,7580.0,7900.0,6248.0,5210.0,5956.0,4991.0,6777.0,5864.0,6198.0,6031.0,7293.0,4284.0,4472.0,3109.0,1916.0,1003.0,2018,Hunt County,Texas
0500000US48245,17605.0,15460.0,18879.0,16084.0,17403.0,18936.0,18192.0,18094.0,15537.0,15249.0,14835.0,15945.0,16204.0,10331.0,9837.0,7374.0,3910.0,5126.0,2018,Jefferson County,Texas
0500000US48251,11798.0,13633.0,11465.0,11716.0,10153.0,10852.0,9970.0,13195.0,10019.0,11769.0,11243.0,13082.0,8793.0,8049.0,6218.0,5370.0,2502.0,1534.0,2018,Johnson County,Texas
0500000US48257,9284.0,9479.0,10628.0,10899.0,6323.0,8543.0,8698.0,9583.0,9463.0,7529.0,8145.0,6773.0,8250.0,4620.0,4549.0,2045.0,2189.0,1622.0,2018,Kaufman County,Texas
0500000US48291,5870.0,6140.0,6723.0,6489.0,5316.0,6313.0,6142.0,4571.0,6955.0,4396.0,5968.0,5255.0,5303.0,4057.0,3007.0,2130.0,1085.0,603.0,2018,Liberty County,Texas
0500000US48303,20735.0,21350.0,19234.0,26705.0,37452.0,23792.0,20025.0,19022.0,18228.0,15021.0,15593.0,15512.0,17144.0,13296.0,8180.0,6843.0,4882.0,4398.0,2018,Lubbock County,Texas
0500000US48309,17669.0,15495.0,19110.0,20979.0,26264.0,17841.0,16019.0,15035.0,15144.0,12634.0,13351.0,14155.0,14329.0,12437.0,8878.0,6225.0,4583.0,4459.0,2018,McLennan County,Texas
0500000US48329,14717.0,13500.0,14023.0,11150.0,10478.0,15246.0,15029.0,12374.0,12140.0,9392.0,8411.0,8717.0,9201.0,6739.0,3657.0,2801.0,2670.0,2333.0,2018,Midland County,Texas
0500000US48339,40380.0,41196.0,47479.0,40999.0,34082.0,37997.0,37169.0,39232.0,42031.0,40598.0,39401.0,40934.0,31013.0,30605.0,18687.0,13837.0,9674.0,5611.0,2018,Montgomery County,Texas
0500000US48347,4236.0,4486.0,4011.0,7128.0,7668.0,3767.0,3365.0,3534.0,3643.0,3232.0,3771.0,4072.0,3248.0,2745.0,2959.0,2042.0,937.0,867.0,2018,Nacogdoches County,Texas
0500000US48355,24407.0,24361.0,25302.0,26989.0,23801.0,25790.0,26651.0,25167.0,22122.0,20350.0,20373.0,21956.0,22265.0,19345.0,12395.0,9212.0,5898.0,5881.0,2018,Nueces County,Texas
0500000US48361,6308.0,4657.0,6022.0,5636.0,5520.0,5992.0,4787.0,4180.0,5560.0,5080.0,5182.0,5175.0,6140.0,4209.0,3409.0,2148.0,1837.0,1730.0,2018,Orange County,Texas
0500000US48367,8504.0,9315.0,10123.0,10472.0,6779.0,8334.0,8860.0,7442.0,9060.0,9417.0,9847.0,10377.0,8485.0,6511.0,6532.0,4188.0,2175.0,1950.0,2018,Parker County,Texas
0500000US48375,9218.0,8962.0,9902.0,7551.0,8680.0,9067.0,8697.0,8206.0,5991.0,7452.0,7925.0,8163.0,6196.0,4734.0,3091.0,2330.0,1735.0,1748.0,2018,Potter County,Texas
0500000US48381,8546.0,8746.0,9638.0,10151.0,9366.0,9374.0,9763.0,9717.0,7238.0,8891.0,7654.0,8140.0,8428.0,6820.0,5141.0,3106.0,2946.0,2606.0,2018,Randall County,Texas
0500000US48397,5910.0,8056.0,8445.0,6805.0,4659.0,5404.0,6218.0,8017.0,9689.0,7074.0,6390.0,6861.0,4847.0,4243.0,3381.0,1804.0,1620.0,1234.0,2018,Rockwall County,Texas
0500000US48409,4713.0,5032.0,4901.0,4916.0,5036.0,3391.0,4518.0,3552.0,5017.0,3944.0,3836.0,4252.0,3750.0,3807.0,2244.0,2018.0,1123.0,843.0,2018,San Patricio County,Texas
0500000US48423,15867.0,15539.0,15783.0,16419.0,15704.0,16084.0,14370.0,14008.0,13326.0,14144.0,13066.0,13807.0,14516.0,12213.0,9483.0,8194.0,4527.0,3171.0,2018,Smith County,Texas
0500000US48439,146527.0,151171.0,158481.0,148172.0,139251.0,157989.0,153500.0,151950.0,133000.0,139400.0,131185.0,125116.0,113713.0,82063.0,62127.0,37722.0,26564.0,27000.0,2018,Tarrant County,Texas
0500000US48441,9957.0,8557.0,10457.0,11431.0,14707.0,9162.0,8701.0,9926.0,6815.0,6828.0,6215.0,7383.0,8101.0,5554.0,4398.0,4104.0,2724.0,2620.0,2018,Taylor County,Texas
0500000US48451,8039.0,6750.0,9224.0,8773.0,9701.0,9894.0,8590.0,7689.0,5858.0,6071.0,6017.0,7055.0,6641.0,6529.0,4464.0,2734.0,1838.0,2322.0,2018,Tom Green County,Texas
0500000US48453,78395.0,73167.0,76288.0,74414.0,82762.0,126568.0,123988.0,103371.0,96359.0,86362.0,72904.0,70764.0,59967.0,48008.0,31935.0,17953.0,11898.0,13640.0,2018,Travis County,Texas
0500000US48469,6137.0,5051.0,8223.0,6963.0,5423.0,6479.0,5736.0,6381.0,4591.0,5508.0,5442.0,5455.0,5711.0,5154.0,3216.0,2838.0,1916.0,1811.0,2018,Victoria County,Texas
0500000US48471,2676.0,3341.0,3366.0,5545.0,11280.0,3796.0,4030.0,5711.0,5459.0,5249.0,4389.0,4143.0,4269.0,2884.0,3002.0,1035.0,1292.0,1013.0,2018,Walker County,Texas
0500000US48479,26011.0,22668.0,26807.0,25073.0,21805.0,19840.0,17753.0,17429.0,17363.0,16782.0,14560.0,14181.0,9635.0,8008.0,6810.0,5592.0,2997.0,2596.0,2018,Webb County,Texas
0500000US48485,8351.0,7680.0,8877.0,11444.0,11494.0,9782.0,9514.0,8618.0,7603.0,7002.0,6260.0,8780.0,7497.0,6133.0,4678.0,3638.0,2362.0,2351.0,2018,Wichita County,Texas
0500000US48491,36808.0,40711.0,42770.0,39538.0,30524.0,36313.0,42689.0,50091.0,42692.0,42221.0,34522.0,31481.0,27700.0,22494.0,20583.0,9894.0,8376.0,7312.0,2018,Williamson County,Texas
0500000US48497,4381.0,4267.0,5187.0,5507.0,3562.0,3911.0,3901.0,4862.0,3610.0,4841.0,4547.0,4858.0,4801.0,3407.0,2769.0,1581.0,1217.0,1096.0,2018,Wise County,Texas
0500000US49005,11000.0,11577.0,9908.0,11437.0,18250.0,10488.0,7299.0,8205.0,6781.0,5639.0,4675.0,5364.0,4914.0,4132.0,2561.0,2153.0,1511.0,1174.0,2018,Cache County,Utah
0500000US49011,29743.0,30942.0,33984.0,27646.0,22749.0,24811.0,24492.0,28366.0,24470.0,20316.0,15921.0,16177.0,16423.0,13858.0,7943.0,5118.0,5615.0,3139.0,2018,Davis County,Utah
0500000US49035,86333.0,85469.0,89971.0,80273.0,81119.0,99349.0,91252.0,87695.0,81940.0,69445.0,58693.0,59672.0,55961.0,42339.0,34409.0,21099.0,15332.0,12282.0,2018,Salt Lake County,Utah
0500000US49045,5542.0,5181.0,8173.0,6171.0,4250.0,4512.0,4212.0,5605.0,5604.0,4099.0,3531.0,2346.0,4322.0,2748.0,1086.0,1048.0,808.0,669.0,2018,Tooele County,Utah
0500000US49049,58510.0,55715.0,60820.0,59045.0,78557.0,51283.0,37473.0,40880.0,38891.0,28655.0,22772.0,21585.0,19961.0,15032.0,13747.0,8654.0,6154.0,4479.0,2018,Utah County,Utah
0500000US49053,10774.0,13096.0,12988.0,12205.0,10206.0,10391.0,10121.0,9843.0,10748.0,8074.0,7494.0,9341.0,9124.0,11270.0,9582.0,6903.0,5015.0,4525.0,2018,Washington County,Utah
0500000US49057,19087.0,21110.0,20270.0,18815.0,17847.0,20121.0,18349.0,18779.0,16997.0,14765.0,12862.0,14766.0,13029.0,10782.0,7444.0,4409.0,3661.0,3266.0,2018,Weber County,Utah
0500000US50007,6906.0,7857.0,9186.0,14034.0,17446.0,12964.0,10757.0,10311.0,8176.0,9380.0,10525.0,10060.0,10862.0,8891.0,6937.0,4546.0,2651.0,3083.0,2018,Chittenden County,Vermont
0500000US51003,6351.0,5326.0,6378.0,8986.0,7803.0,7514.0,7510.0,6069.0,6055.0,5708.0,6452.0,6336.0,7266.0,6454.0,5184.0,4171.0,2289.0,2866.0,2018,Albemarle County,Virginia
0500000US51013,14236.0,11891.0,11171.0,8995.0,17594.0,28957.0,27240.0,23655.0,16562.0,15751.0,13063.0,11358.0,12211.0,9080.0,5795.0,4012.0,2676.0,3274.0,2018,Arlington County,Virginia
0500000US51015,3449.0,3288.0,5211.0,4035.0,3532.0,4294.0,4315.0,3870.0,5389.0,5061.0,5259.0,5419.0,6236.0,5180.0,4062.0,2655.0,2275.0,1927.0,2018,Augusta County,Virginia
0500000US51019,3558.0,4646.0,4157.0,4710.0,4443.0,3856.0,4033.0,3779.0,4309.0,5634.0,5895.0,6294.0,6742.0,6082.0,3838.0,2404.0,2607.0,1760.0,2018,Bedford County,Virginia
0500000US51041,20758.0,22833.0,23920.0,24385.0,21716.0,20536.0,21510.0,23472.0,23110.0,24868.0,23423.0,23534.0,22465.0,19194.0,14216.0,8890.0,5368.0,4358.0,2018,Chesterfield County,Virginia
0500000US51059,73089.0,74111.0,76368.0,72229.0,69726.0,74132.0,79243.0,88770.0,77632.0,83619.0,80437.0,78789.0,68011.0,55255.0,38826.0,26752.0,17743.0,16063.0,2018,Fairfax County,Virginia
0500000US51061,4160.0,3548.0,5732.0,4702.0,3360.0,5159.0,3827.0,4117.0,4339.0,4215.0,5304.0,5558.0,4721.0,4476.0,2381.0,2321.0,1859.0,896.0,2018,Fauquier County,Virginia
0500000US51069,4626.0,5927.0,6316.0,5866.0,4490.0,5306.0,4991.0,5517.0,5816.0,5445.0,6778.0,6006.0,6110.0,5056.0,3748.0,2936.0,1688.0,1733.0,2018,Frederick County,Virginia
0500000US51085,4545.0,6770.0,7749.0,7544.0,5938.0,5196.0,6467.0,5755.0,6442.0,8054.0,7828.0,8520.0,7544.0,6235.0,4750.0,3587.0,2018.0,2297.0,2018,Hanover County,Virginia
0500000US51087,19677.0,21917.0,19944.0,20049.0,19268.0,22853.0,23410.0,20535.0,23494.0,22443.0,21849.0,21511.0,20748.0,16762.0,13468.0,7044.0,6713.0,7576.0,2018,Henrico County,Virginia
0500000US51095,3484.0,4585.0,4630.0,5160.0,3540.0,3689.0,3711.0,3687.0,3921.0,5197.0,4389.0,4962.0,5917.0,4764.0,6176.0,3811.0,2709.0,2065.0,2018,James City County,Virginia
0500000US51107,28912.0,31432.0,35252.0,28349.0,20980.0,20597.0,27644.0,35597.0,34111.0,34375.0,29403.0,23461.0,19016.0,14067.0,8862.0,7288.0,3636.0,3868.0,2018,Loudoun County,Virginia
0500000US51121,3560.0,3507.0,4579.0,12950.0,18585.0,8303.0,5606.0,4238.0,4744.0,5774.0,4839.0,5386.0,4771.0,3938.0,3297.0,2117.0,1185.0,1606.0,2018,Montgomery County,Virginia
0500000US51153,34901.0,32758.0,38845.0,32286.0,29290.0,30159.0,32445.0,34743.0,36359.0,34245.0,32944.0,30907.0,21615.0,15757.0,13428.0,8962.0,5036.0,3331.0,2018,Prince William County,Virginia
0500000US51161,4021.0,5490.0,5652.0,5942.0,4832.0,4674.0,6976.0,6789.0,4103.0,6169.0,6392.0,7124.0,6218.0,5517.0,5367.0,4556.0,2167.0,2084.0,2018,Roanoke County,Virginia
0500000US51165,4391.0,5308.0,4959.0,5774.0,4969.0,4652.0,4679.0,4998.0,4242.0,5010.0,6040.0,4622.0,6391.0,3925.0,4438.0,2772.0,2119.0,1955.0,2018,Rockingham County,Virginia
0500000US51177,8230.0,9423.0,9087.0,10076.0,8793.0,8031.0,7978.0,9812.0,8102.0,8246.0,9701.0,9691.0,7858.0,7282.0,4740.0,3757.0,2043.0,1388.0,2018,Spotsylvania County,Virginia
0500000US51179,9905.0,10288.0,11967.0,11148.0,10612.0,9483.0,10268.0,10759.0,10762.0,11082.0,10449.0,10371.0,7460.0,6904.0,3485.0,2418.0,1857.0,742.0,2018,Stafford County,Virginia
0500000US51199,3937.0,4571.0,4899.0,4948.0,3606.0,4337.0,3949.0,4436.0,5065.0,3851.0,3777.0,4973.0,3961.0,4408.0,2689.0,1166.0,1702.0,1571.0,2018,York County,Virginia
0500000US51510,11064.0,8233.0,6350.0,7042.0,7056.0,14956.0,18481.0,17890.0,13298.0,10992.0,9093.0,8299.0,8181.0,5781.0,5763.0,3167.0,1868.0,3016.0,2018,Alexandria city,Virginia
0500000US51550,15072.0,17523.0,15751.0,16047.0,14803.0,16638.0,17584.0,18067.0,15666.0,15053.0,16002.0,18070.0,14313.0,10951.0,8685.0,5589.0,3669.0,3151.0,2018,Chesapeake city,Virginia
0500000US51650,8344.0,6137.0,8461.0,8863.0,12393.0,11642.0,9067.0,7979.0,6914.0,7093.0,8299.0,10499.0,7927.0,6901.0,5189.0,3735.0,2046.0,2824.0,2018,Hampton city,Virginia
0500000US51680,5526.0,4608.0,4176.0,7155.0,15507.0,6343.0,5005.0,2693.0,3709.0,3274.0,3878.0,3457.0,4889.0,3329.0,2582.0,2429.0,1881.0,1685.0,2018,Lynchburg city,Virginia
0500000US51700,12716.0,10428.0,11695.0,13448.0,14645.0,15536.0,13689.0,9244.0,12187.0,9693.0,10576.0,10376.0,10976.0,7218.0,6500.0,4446.0,3262.0,1991.0,2018,Newport News city,Virginia
0500000US51710,15896.0,12322.0,13069.0,17045.0,32698.0,26753.0,20191.0,15514.0,12613.0,11910.0,12040.0,13468.0,13286.0,9934.0,6637.0,3781.0,2998.0,3921.0,2018,Norfolk city,Virginia
0500000US51740,6852.0,7234.0,4639.0,5231.0,6913.0,8287.0,7428.0,6517.0,4745.0,5438.0,5719.0,6304.0,5391.0,4745.0,3455.0,2224.0,1967.0,1543.0,2018,Portsmouth city,Virginia
0500000US51760,13179.0,9420.0,10967.0,14555.0,19536.0,27701.0,22746.0,15862.0,12034.0,11724.0,12654.0,14917.0,13275.0,11243.0,7039.0,4469.0,2529.0,4933.0,2018,Richmond city,Virginia
0500000US51770,7311.0,6876.0,4839.0,4858.0,5867.0,7570.0,7934.0,6983.0,6761.0,5718.0,5614.0,5841.0,6843.0,5436.0,5016.0,2356.0,1046.0,3051.0,2018,Roanoke city,Virginia
0500000US51800,5881.0,5854.0,6698.0,5207.0,5624.0,5651.0,6300.0,6218.0,5376.0,6569.0,6234.0,6090.0,6338.0,4359.0,3463.0,2804.0,1230.0,1289.0,2018,Suffolk city,Virginia
0500000US51810,28088.0,28024.0,27126.0,25575.0,32323.0,38592.0,36018.0,29180.0,30234.0,27021.0,28342.0,29495.0,26320.0,22966.0,14477.0,11428.0,7182.0,7798.0,2018,Virginia Beach city,Virginia
0500000US53005,14010.0,15550.0,15141.0,14562.0,11504.0,14037.0,13661.0,13078.0,12023.0,12605.0,11128.0,12488.0,12008.0,9590.0,8599.0,4977.0,3226.0,3690.0,2018,Benton County,Washington
0500000US53007,4739.0,6173.0,4362.0,3707.0,4764.0,4072.0,6000.0,5014.0,4694.0,3614.0,4780.0,5874.0,4825.0,4276.0,4039.0,2647.0,1874.0,1582.0,2018,Chelan County,Washington
0500000US53009,3330.0,3423.0,4216.0,3881.0,3080.0,3828.0,3848.0,4009.0,4171.0,3790.0,3898.0,6723.0,6379.0,7315.0,5583.0,4040.0,2122.0,3101.0,2018,Clallam County,Washington
0500000US53011,29387.0,31374.0,34244.0,30442.0,27681.0,33542.0,31797.0,31253.0,33204.0,32399.0,30767.0,31231.0,30068.0,25627.0,20874.0,12271.0,8538.0,7158.0,2018,Clark County,Washington
0500000US53015,7027.0,5754.0,8062.0,7008.0,5692.0,6513.0,6934.0,7078.0,5381.0,6745.0,6824.0,6873.0,8240.0,7535.0,5114.0,3345.0,2368.0,2494.0,2018,Cowlitz County,Washington
0500000US53021,8398.0,8670.0,9286.0,7205.0,5942.0,7195.0,7917.0,6027.0,6960.0,5732.0,4347.0,3213.0,4288.0,2448.0,3243.0,1802.0,1004.0,670.0,2018,Franklin County,Washington
0500000US53025,7347.0,7396.0,9167.0,7742.0,6037.0,7087.0,6148.0,6326.0,5755.0,4862.0,5087.0,4968.0,5328.0,4769.0,3975.0,2724.0,1288.0,1325.0,2018,Grant County,Washington
0500000US53027,3256.0,4205.0,3849.0,5654.0,3687.0,3969.0,3989.0,5196.0,3493.0,4412.0,4765.0,5255.0,5859.0,5734.0,4356.0,3466.0,1207.0,1549.0,2018,Grays Harbor County,Washington
0500000US53029,4336.0,3283.0,5068.0,3782.0,5617.0,7129.0,5105.0,4469.0,4300.0,3862.0,4676.0,5382.0,6648.0,5811.0,6862.0,3585.0,2711.0,1834.0,2018,Island County,Washington
0500000US53033,129380.0,129764.0,122444.0,118624.0,133686.0,206461.0,203642.0,177459.0,157542.0,153307.0,140231.0,139853.0,125879.0,101314.0,76113.0,47291.0,32047.0,38126.0,2018,King County,Washington
0500000US53035,15594.0,15900.0,14695.0,13753.0,21403.0,20492.0,18321.0,17361.0,14239.0,15987.0,16941.0,18875.0,18496.0,16508.0,13750.0,9399.0,4866.0,3225.0,2018,Kitsap County,Washington
0500000US53041,4904.0,3960.0,5339.0,4747.0,3865.0,4647.0,5168.0,4789.0,4243.0,4640.0,4776.0,5223.0,6723.0,5194.0,4698.0,3118.0,1928.0,1642.0,2018,Lewis County,Washington
0500000US53045,3220.0,4067.0,3399.0,3377.0,4156.0,3663.0,3399.0,4051.0,2859.0,4071.0,3771.0,5915.0,4697.0,4752.0,4593.0,2665.0,1260.0,1592.0,2018,Mason County,Washington
0500000US53053,59323.0,61633.0,55848.0,53231.0,58433.0,72460.0,66264.0,66680.0,52826.0,55676.0,54616.0,57422.0,53630.0,45014.0,30603.0,22633.0,11656.0,13351.0,2018,Pierce County,Washington
0500000US53057,7809.0,7585.0,7959.0,7068.0,6191.0,9209.0,7887.0,7909.0,7940.0,6975.0,7224.0,8554.0,9280.0,8717.0,7059.0,4303.0,3545.0,2992.0,2018,Skagit County,Washington
0500000US53061,51607.0,49801.0,53060.0,46209.0,46606.0,59008.0,61985.0,66416.0,49839.0,55615.0,55173.0,57204.0,52495.0,39357.0,29533.0,19202.0,9760.0,12031.0,2018,Snohomish County,Washington
0500000US53063,31566.0,30190.0,33437.0,33590.0,33341.0,40611.0,36519.0,34675.0,30172.0,29818.0,30201.0,36577.0,30432.0,24630.0,25918.0,15167.0,9240.0,8547.0,2018,Spokane County,Washington
0500000US53067,16513.0,16503.0,18013.0,16288.0,16371.0,21635.0,22111.0,19652.0,17402.0,17630.0,17350.0,18261.0,19454.0,17738.0,13679.0,7529.0,4909.0,5381.0,2018,Thurston County,Washington
0500000US53073,11801.0,12881.0,13048.0,15606.0,23061.0,15567.0,14492.0,14225.0,12546.0,12967.0,11779.0,13609.0,14756.0,13130.0,11061.0,6736.0,3816.0,4604.0,2018,Whatcom County,Washington
0500000US53077,20382.0,21303.0,21026.0,19006.0,17070.0,17543.0,15932.0,16169.0,13687.0,14140.0,13242.0,14041.0,13576.0,11685.0,8723.0,5582.0,4613.0,3726.0,2018,Yakima County,Washington
0500000US54003,6881.0,6865.0,7917.0,7593.0,6923.0,7738.0,8010.0,7261.0,7885.0,7857.0,9033.0,7609.0,7990.0,6452.0,5248.0,2661.0,1767.0,1433.0,2018,Berkeley County,West Virginia
0500000US54011,4918.0,4804.0,5632.0,6506.0,9005.0,6688.0,5443.0,6142.0,4500.0,5508.0,5277.0,6103.0,5714.0,5099.0,4718.0,3357.0,2112.0,1698.0,2018,Cabell County,West Virginia
0500000US54033,3411.0,3655.0,4006.0,4762.0,3710.0,3844.0,3882.0,4147.0,4060.0,4453.0,4628.0,3815.0,5909.0,4522.0,3050.0,2339.0,1507.0,1854.0,2018,Harrison County,West Virginia
0500000US54039,9508.0,10676.0,8823.0,9868.0,9783.0,11694.0,10634.0,10451.0,11277.0,10968.0,11358.0,14468.0,13287.0,14090.0,7935.0,6832.0,4108.0,4694.0,2018,Kanawha County,West Virginia
0500000US54061,5086.0,4512.0,5541.0,8730.0,16317.0,9003.0,8745.0,6812.0,6334.0,6060.0,5492.0,4609.0,6003.0,3976.0,3917.0,2188.0,1398.0,1697.0,2018,Monongalia County,West Virginia
0500000US54081,3831.0,3592.0,5647.0,4507.0,3965.0,4319.0,3795.0,5624.0,4863.0,4499.0,4104.0,4201.0,5815.0,6107.0,3270.0,2939.0,1931.0,1245.0,2018,Raleigh County,West Virginia
0500000US54107,4803.0,4307.0,5670.0,4679.0,4621.0,5144.0,4620.0,5561.0,4424.0,5379.0,5619.0,7106.0,5080.0,4879.0,5002.0,3851.0,1861.0,1597.0,2018,Wood County,West Virginia
0500000US55009,16835.0,17065.0,18530.0,17810.0,17165.0,17173.0,16568.0,16874.0,16415.0,16306.0,18681.0,18148.0,16436.0,13446.0,9592.0,7604.0,4595.0,4135.0,2018,Brown County,Wisconsin
